dataset,seed,match_type,target_cell_x,target_cell_y,control_cell_x,control_cell_y,target_fitness,control_fitness,fitness_difference_target_minus_control,target_depth,control_depth,absolute_depth_difference,target_assignment_count,control_assignment_count,match_distance_standardized
open_robustness,1002,depth_only,3,3,4,2,32.079999999999956,27.559999999999913,4.520000000000042,43.538149901821264,44.372375695264836,0.8342257934435722,17,1,0.14304363385429156
open_robustness,1002,depth_only,3,4,4,3,31.299999999999923,32.27999999999995,-0.9800000000000288,41.69276514081989,41.63257663219109,0.06018850862879788,17,21,0.01032044688404374
open_robustness,1002,depth_only,5,4,22,8,28.78999999999995,0.22799999999998813,28.561999999999962,37.19019665586756,37.1094549988084,0.08074165705915703,6,6,0.013844669057143051
open_robustness,1002,depth_only,5,8,21,13,33.72999999999993,6.441999999999998,27.287999999999933,32.72415291961582,32.73982302428871,0.01567010467289265,8,21,0.002686932881846091
open_robustness,1002,depth_only,6,6,20,8,28.244999999999955,1.4610000000000003,26.783999999999956,31.555335285607025,31.645707214216124,0.09037192860909826,17,3,0.015495959449185302
open_robustness,1002,depth_only,6,8,20,13,29.014999999999958,12.894999999999946,16.12000000000001,29.901287046711843,29.832153350944488,0.06913369576735562,20,103,0.01185426672498171
open_robustness,1002,depth_only,6,9,20,10,28.54999999999997,11.47299999999993,17.07700000000004,29.715971824661715,29.62285869737664,0.09311312728507559,4,69,0.01596598929339545
open_robustness,1002,depth_only,8,8,18,14,28.390000000000015,19.599999999999945,8.79000000000007,25.80130170114502,25.829234505157757,0.027932804012735346,21,472,0.004789602312855923
open_robustness,1002,depth_only,8,12,18,9,25.62999999999989,10.891999999999971,14.737999999999918,25.728878124243085,25.723168445052668,0.005709679190417205,10,49,0.0009790314156652255
open_robustness,1002,depth_only,9,6,16,6,23.689999999999895,12.266999999999985,11.42299999999991,26.338100034988113,26.43593362302396,0.09783358803584719,31,12,0.01677540068364947
open_robustness,1002,depth_only,9,10,14,7,27.48499999999997,6.5499999999999945,20.934999999999977,23.029871588598517,23.001405096460424,0.028466492138093713,8,5,0.004881113135700445
open_robustness,1002,depth_only,9,12,13,16,27.62499999999993,28.71499999999996,-1.0900000000000318,23.526736842205104,23.50282697299871,0.02390986920639193,32,33,0.004099794807524698
open_robustness,1002,depth_only,11,13,12,14,28.73999999999995,25.39,3.349999999999948,21.192117888726575,21.262663366685093,0.07054547795851818,56,4,0.012096343218446458
open_robustness,1002,depth_only,12,7,15,15,22.619999999999955,21.51499999999995,1.105000000000004,22.687734692610295,22.68348891877211,0.004245773838185585,46,54,0.0007280174301858593
open_robustness,1002,depth_only,12,16,17,14,25.119999999999948,21.878999999999973,3.240999999999975,24.000858132395066,23.971106543767696,0.02975158862737004,10,212,0.005101466993282185
open_robustness,1002,depth_only,13,8,16,12,24.334999999999937,24.90499999999993,-0.5699999999999932,21.381829782976776,21.431811185609405,0.0499814026326284,58,122,0.00857024742449326
open_robustness,1002,depth_only,13,9,15,11,23.92999999999999,24.394999999999936,-0.46499999999994657,20.27713011586621,20.280033535997934,0.002903420131723067,28,54,0.0004978457505287694
